Municípios;Código municipal;UF;% do total geral
Brasil Novo;1501725;PA;47,56
Brasilândia;5002308;MS;74,63
Brasilândia de Minas;3108552;MG;51,24
Brasilândia do Sul;4103370;PR;76,13
Brasilândia do Tocantins;1703602;TO;50,8
Brasiléia;1200104;AC;60,52
Brasileira;2201960;PI;29,01
Brasília;5300108;DF;85,03
Brasília de Minas;3108602;MG;29,71
Brasnorte;5101902;MT;73,68
Braúna;3507704;SP;77,06
Braúnas;3108800;MG;51,84
Brazabrantes;5203609;GO;73,84
Brazópolis;3108909;MG;73,47
Brejão;2602407;PE;22,08
Brejetuba;3201159;ES;60,68
Brejinho;2401800;RN;33,44
Brejinho;2602506;PE;9,62
Brejinho de Nazaré;1703701;TO;35,36
Brejo;2102101;MA;10,6
Brejo Alegre;3507753;SP;77,13
Brejo da Madre de Deus;2602605;PE;11,92
Brejo de Areia;2102150;MA;13,37
Brejo do Cruz;2502805;PB;23,16
Brejo do Piauí;2201988;PI;23,39
Brejo dos Santos;2502904;PB;24,82
Brejo Grande;2800704;SE;17,32
Brejo Grande do Araguaia;1501758;PA;20,17
Brejo Santo;2302503;CE;23,21
Brejões;2904308;BA;20,05
Brejolândia;2904407;BA;20,13
Breu Branco;1501782;PA;19,47
Breves;1501808;PA;31,29
Britânia;5203807;GO;70,57
Brochier;4302659;RS;89,99
Brodowski;3507803;SP;83,45
Brotas;3507902;SP;87,65
Brotas de Macaúbas;2904506;BA;22,94
Brumadinho;3109006;MG;81,4
Brumado;2904605;BA;28,34
Brunópolis;4202875;SC;92,31
Brusque;4202909;SC;95,55
Bueno Brandão;3109105;MG;66,17
Buenópolis;3109204;MG;32,3
Buenos Aires;2602704;PE;12,69
Buerarema;2904704;BA;27,75
Bugre;3109253;MG;56,5
Buíque;2602803;PE;10,71
Bujari;1200138;AC;47,32
Bujaru;1501907;PA;20,07
Buri;3508009;SP;69,59
Buritama;3508108;SP;80,53
Buriti;2102200;MA;10,6
Buriti Alegre;5203906;GO;79,24
Buriti Bravo;2102309;MA;16,29
Buriti de Goiás;5203939;GO;79,42
Buriti do Tocantins;1703800;TO;32,85
Buriti dos Lopes;2202000;PI;23,8
Buriti dos Montes;2202026;PI;13,2
Buriticupu;2102325;MA;17,98
Buritinópolis;5203962;GO;38,09
Buritirama;2904753;BA;19,19
Buritirana;2102358;MA;20,79
Buritis;1100452;RO;80,34
Buritis;3109303;MG;51,81
Buritizal;3508207;SP;80,19
Buritizeiro;3109402;MG;42,07
Butiá;4302709;RS;81,31
Caapiranga;1300839;AM;21,62
Caaporã;2503001;PB;26,04
Caarapó;5002407;MS;61,61
Caatiba;2904803;BA;27,87
Cabaceiras;2503100;PB;21,68
Cabaceiras do Paraguaçu;2904852;BA;15,05
Cabeceira Grande;3109451;MG;61,22
Cabeceiras;5204003;GO;60,12
Cabeceiras do Piauí;2202059;PI;16,46
Cabedelo;2503209;PB;67,22
Cabixi;1100031;RO;91,2
Cabo de Santo Agostinho;2602902;PE;45,49
Cabo Frio;3300704;RJ;72,49
Cabo Verde;3109501;MG;68,51
Cabrália Paulista;3508306;SP;76,35
Cabreúva;3508405;SP;86,51
Cabrobó;2603009;PE;16,74
Caçador;4203006;SC;92,01
Caçapava;3508504;SP;83,81
Caçapava do Sul;4302808;RS;75,42
Cacaulândia;1100601;RO;74,46
Cacequi;4302907;RS;74,11
Cáceres;5102504;MT;59,13
Cachoeira;2904902;BA;25,52
Cachoeira Alta;5204102;GO;77,01
Cachoeira da Prata;3109600;MG;69,81
Cachoeira de Goiás;5204201;GO;75,47
Cachoeira de Minas;3109709;MG;74,8
Cachoeira de Pajeú;3102704;MG;17,18
Cachoeira do Arari;1502004;PA;19,9
Cachoeira do Piriá;1501956;PA;7,74
Cachoeira do Sul;4303004;RS;81,42
Cachoeira dos Índios;2503308;PB;11,59
Cachoeira Dourada;3109808;MG;70,13
Cachoeira Dourada;5204250;GO;69,82
Cachoeira Grande;2102374;MA;6,92
Cachoeira Paulista;3508603;SP;76,1
Cachoeiras de Macacu;3300803;RJ;68,34
Cachoeirinha;1703826;TO;25,08
Cachoeirinha;2603108;PE;16,11
Cachoeirinha;4303103;RS;90,28
Cachoeiro de Itapemirim;3201209;ES;68,42
Cacimba de Areia;2503407;PB;16,19
Cacimba de Dentro;2503506;PB;13,75
Cacimbas;2503555;PB;8,64
Cacimbinhas;2701209;AL;9,28
Cacique Doble;4303202;RS;82,54
Cacoal;1100049;RO;78,36
Caconde;3508702;SP;76,04
Caçu;5204300;GO;82,06
Caculé;2905008;BA;20,37
Caém;2905107;BA;16,05
Caetanópolis;3109907;MG;57,18
Caetanos;2905156;BA;13,64
Caeté;3110004;MG;68,17
Caetés;2603207;PE;16,25
Caetité;2905206;BA;22,82
Cafarnaum;2905305;BA;11,63
Cafeara;4103404;PR;78,67
Cafelândia;3508801;SP;77,87
Cafelândia;4103453;PR;91,38
Cafezal do Sul;4103479;PR;68,38
Caiabu;3508900;SP;69,94
Caiana;3110103;MG;56,28
Caiapônia;5204409;GO;79,12
Caibaté;4303301;RS;88,69
Caibi;4203105;SC;87,42
Caiçara;2503605;PB;20,73
Caiçara;4303400;RS;80,18
Caiçara do Norte;2401859;RN;26,54
Caiçara do Rio do Vento;2401909;RN;25,9
Caicó;2402006;RN;43,59
Caieiras;3509007;SP;87,87
Cairu;2905404;BA;28,95
Caiuá;3509106;SP;71,13
Cajamar;3509205;SP;86,1
Cajapió;2102408;MA;9,92
Cajari;2102507;MA;11,2
Cajati;3509254;SP;75,03
Cajazeiras;2503704;PB;30,65
Cajazeiras do Piauí;2202075;PI;15,98
Cajazeirinhas;2503753;PB;10,78
Cajobi;3509304;SP;77,87
Cajueiro;2701308;AL;28,03
Cajueiro da Praia;2202083;PI;18,57
Cajuri;3110202;MG;57,71
Cajuru;3509403;SP;76,77
Calçado;2603306;PE;10,98
Calçoene;1600204;AP;27,67
Caldas;3110301;MG;71,02
Caldas Brandão;2503803;PB;31,68
Caldas Novas;5204508;GO;79,36
Caldazinha;5204557;GO;71,77
Caldeirão Grande;2905503;BA;17,14
Caldeirão Grande do Piauí;2202091;PI;4,9
Califórnia;4103503;PR;72,15
Calmon;4203154;SC;72,87
Calumbi;2603405;PE;11,36
Camacan;2905602;BA;29,83
Camaçari;2905701;BA;49,31
Camacho;3110400;MG;50,14
Camalaú;2503902;PB;16,65
Camamu;2905800;BA;18,32
Camanducaia;3110509;MG;72,74
Camapuã;5002605;MS;65,89
Camaquã;4303509;RS;82,32
Camaragibe;2603454;PE;55,19
Camargo;4303558;RS;89,54
Cambará;4103602;PR;68,76
Cambará do Sul;4303608;RS;91,19
Cambé;4103701;PR;87,54
Cambira;4103800;PR;84,54
Camboriú;4203204;SC;93,95
Cambuci;3300902;RJ;58,88
Cambuí;3110608;MG;85,93
Cambuquira;3110707;MG;60,46
Cametá;1502103;PA;18,71
Camocim;2302602;CE;32,85
Camocim de São Félix;2603504;PE;24,22
Campanário;3110806;MG;44,89
Campanha;3110905;MG;69,26
Campestre;2701357;AL;21,96
Campestre;3111002;MG;70,49
Campestre da Serra;4303673;RS;88,32
Campestre de Goiás;5204607;GO;75,32
Campestre do Maranhão;2102556;MA;28,56
Campina da Lagoa;4103909;PR;85,76
Campina das Missões;4303707;RS;94,74
Campina do Monte Alegre;3509452;SP;77,31
Campina do Simão;4103958;PR;67,88
Campina Grande;2504009;PB;54,66
Campina Grande do Sul;4104006;PR;87,16
Campina Verde;3111101;MG;75,11
Campinaçu;5204656;GO;71,23
Campinápolis;5102603;MT;57,54
Campinas;3509502;SP;89,43
Campinas do Piauí;2202109;PI;14,27
Campinas do Sul;4303806;RS;88,43
Campinorte;5204706;GO;75,17
Campo Alegre;2701407;AL;23,61
Campo Alegre;4203303;SC;91,96
Campo Alegre de Goiás;5204805;GO;72,08
Campo Alegre de Lourdes;2905909;BA;7,67
Campo Alegre do Fidalgo;2202117;PI;9,35
Campo Azul;3111150;MG;23,68
Campo Belo;3111200;MG;68,64
Campo Belo do Sul;4203402;SC;81,16
Campo Bom;4303905;RS;93,64
Campo Bonito;4104055;PR;88,92
Campo do Brito;2801009;SE;33,47
Campo do Meio;3111309;MG;70,6
Campo do Tenente;4104105;PR;75,94
Campo Erê;4203501;SC;88,64
Campo Florido;3111408;MG;65,23
Campo Formoso;2906006;BA;16,29
Campo Grande;2401305;RN;18,81
Campo Grande;2701506;AL;16,68
Campo Grande;5002704;MS;81,84
Campo Grande do Piauí;2202133;PI;10,07
Campo Largo;4104204;PR;87,7
Campo Largo do Piauí;2202174;PI;5,11
Campo Limpo de Goiás;5204854;GO;72,66
Campo Limpo Paulista;3509601;SP;87,93
Campo Magro;4104253;PR;87,1
Campo Maior;2202208;PI;27,47
Campo Mourão;4104303;PR;85,76
Campo Novo;4304002;RS;81,12
Campo Novo de Rondônia;1100700;RO;79,34
Campo Novo do Parecis;5102637;MT;82,11
Campo Redondo;2402105;RN;16,68
Campo Verde;5102678;MT;84,57
Campos Altos;3111507;MG;66,5
Campos Belos;5204904;GO;42,66
Campos Borges;4304101;RS;79,93
Campos de Júlio;5102686;MT;88,03
Campos do Jordão;3509700;SP;84,76
Campos dos Goytacazes;3301009;RJ;57,54
Campos Gerais;3111606;MG;59,42
Campos Lindos;1703842;TO;34,67
Campos Novos;4203600;SC;92,42
Campos Novos Paulista;3509809;SP;73,24
Campos Sales;2302701;CE;14,69
Campos Verdes;5204953;GO;61,32
Camutanga;2603603;PE;13,11
Cana Verde;3111903;MG;56,77
Canaã;3111705;MG;56,01
Canaã dos Carajás;1502152;PA;47,04
Canabrava do Norte;5102694;MT;68,29
Cananéia;3509908;SP;71,22
Canapi;2701605;AL;6,32
Canápolis;2906105;BA;19,87
Canápolis;3111804;MG;74,28
Canarana;2906204;BA;16,03
Canarana;5102702;MT;80,29
Canas;3509957;SP;72,85
Canavieira;2202251;PI;26,82
Canavieiras;2906303;BA;23,37
Candeal;2906402;BA;11,42
Candeias;2906501;BA;32,16
Candeias;3112000;MG;56,6
Candeias do Jamari;1100809;RO;57,93
Candelária;4304200;RS;76,12
Candiba;2906600;BA;18,48
Cândido de Abreu;4104402;PR;58,5
Cândido Godói;4304309;RS;91,96
Cândido Mendes;2102606;MA;17,62
Cândido Mota;3510005;SP;84,58
Cândido Rodrigues;3510104;SP;84,13
Cândido Sales;2906709;BA;27,26
Candiota;4304358;RS;75,49
Candói;4104428;PR;75,05
Canela;4304408;RS;91,1
Canelinha;4203709;SC;89,54
Canguaretama;2402204;RN;28,1
Canguçu;4304507;RS;68,46
Canhoba;2801108;SE;17,19
Canhotinho;2603702;PE;22,22
Canindé;2302800;CE;27,81
Canindé de São Francisco;2801207;SE;24,29
Canitar;3510153;SP;76,47
Canoas;4304606;RS;90,66
Canoinhas;4203808;SC;88,23
Cansanção;2906808;BA;14,28
Cantá;1400175;RR;40,48
Cantagalo;3112059;MG;42,75
Cantagalo;3301108;RJ;71,56
Cantagalo;4104451;PR;72,67
Cantanhede;2102705;MA;13,94
Canto do Buriti;2202307;PI;25,51
Canudos;2906824;BA;18,29
Canudos do Vale;4304614;RS;96,6
Canutama;1300904;AM;51,65
Capanema;1502202;PA;29,03
Capanema;4104501;PR;83,61
Capão Alto;4203253;SC;84,33
Capão Bonito;3510203;SP;64,23
Capão Bonito do Sul;4304622;RS;79,45
Capão da Canoa;4304630;RS;88,75
Capão do Cipó;4304655;RS;73,35
Capão do Leão;4304663;RS;74
Caparaó;3112109;MG;65,44
Capela;2701704;AL;21,15
Capela;2801306;SE;26,83
Capela de Santana;4304689;RS;88,34
Capela do Alto;3510302;SP;79,56
Capela do Alto Alegre;2906857;BA;14,43
Capela Nova;3112208;MG;49,55
Capelinha;3112307;MG;45,52
Capetinga;3112406;MG;70,76
Capim;2504033;PB;23,78
Capim Branco;3112505;MG;63,26
Capim Grosso;2906873;BA;25,94
Capinópolis;3112604;MG;66,88
Capinzal;4203907;SC;91,3
Capinzal do Norte;2102754;MA;16,66
Capistrano;2302909;CE;20
Capitão;4304697;RS;88,99
Capitão Andrade;3112653;MG;62,78
Capitão de Campos;2202406;PI;16,18
Capitão Enéas;3112703;MG;17,38
Capitão Gervásio Oliveira;2202455;PI;6,91
Capitão Leônidas Marques;4104600;PR;84,05
Capitão Poço;1502301;PA;19,98
Capitólio;3112802;MG;79,25
Capivari;3510401;SP;86,73
Capivari de Baixo;4203956;SC;92,54
Capivari do Sul;4304671;RS;88,17
Capixaba;1200179;AC;73,27
Capoeiras;2603801;PE;14,77
Caputira;3112901;MG;52,85
Caraá;4304713;RS;84,02
Caracaraí;1400209;RR;42,39
Caracol;2202505;PI;8,17
Caracol;5002803;MS;75,66
Caraguatatuba;3510500;SP;85,36
Caraí;3113008;MG;30,78
Caraíbas;2906899;BA;19,16
Carambeí;4104659;PR;77,42
Caranaíba;3113107;MG;47,66
Carandaí;3113206;MG;62,44
Carangola;3113305;MG;63,16
Carapebus;3300936;RJ;53,84
Carapicuíba;3510609;SP;85,92
Caratinga;3113404;MG;69,6
Carauari;1301001;AM;21,85
Caraúbas;2402303;RN;19,86
Caraúbas;2504074;PB;8,26
Caraúbas do Piauí;2202539;PI;11,26
Caravelas;2906907;BA;25,72
Carazinho;4304705;RS;90,67
Carbonita;3113503;MG;50,86
Cardeal da Silva;2907004;BA;12,11
Cardoso;3510708;SP;74,32
Cardoso Moreira;3301157;RJ;53,29
Careaçu;3113602;MG;69,45
Careiro;1301100;AM;45,03
Careiro da Várzea;1301159;AM;35,25
Cariacica;3201308;ES;68,71
Caridade;2303006;CE;23,71
Caridade do Piauí;2202554;PI;12,83
Carinhanha;2907103;BA;13,58
Carira;2801405;SE;18,28
Cariré;2303105;CE;31,12
Cariri do Tocantins;1703867;TO;59,95
Caririaçu;2303204;CE;15,33
Cariús;2303303;CE;20,92
Carlinda;5102793;MT;61,92
Carlópolis;4104709;PR;65,21
Carlos Barbosa;4304804;RS;95,52
Carlos Chagas;3113701;MG;36,7
Carlos Gomes;4304853;RS;84,6
Carmésia;3113800;MG;56,48
Carmo;3301207;RJ;71,73
Carmo da Cachoeira;3113909;MG;58,52
Carmo da Mata;3114006;MG;59,08
Carmo de Minas;3114105;MG;67,59
Carmo do Cajuru;3114204;MG;72,64
Carmo do Paranaíba;3114303;MG;70,92
Carmo do Rio Claro;3114402;MG;74,35
Carmo do Rio Verde;5205000;GO;69,51
Carmolândia;1703883;TO;49,93
Carmópolis;2801504;SE;36,34
Carmópolis de Minas;3114501;MG;72,18
Carnaíba;2603900;PE;11,24
Carnaúba dos Dantas;2402402;RN;29,82
Carnaubais;2402501;RN;17,93
Carnaubal;2303402;CE;39,29
Carnaubeira da Penha;2603926;PE;7,27
Carneirinho;3114550;MG;79,57
Carneiros;2701803;AL;10,45
Caroebe;1400233;RR;47,89
Carolina;2102804;MA;35,81
Carpina;2604007;PE;36,24
Carrancas;3114600;MG;63,16
Carrapateira;2504108;PB;19,1
Carrasco Bonito;1703891;TO;21,54
Caruaru;2604106;PE;36,11
Carutapera;2102903;MA;20,12
Carvalhópolis;3114709;MG;78,69
Carvalhos;3114808;MG;53,76
Casa Branca;3510807;SP;86,32
Casa Grande;3114907;MG;60,78
Casa Nova;2907202;BA;12,18
Casca;4304903;RS;93,26
Cascalho Rico;3115003;MG;68,24
Cascavel;2303501;CE;33,65
Cascavel;4104808;PR;90,53
Caseara;1703909;TO;39,17
Caseiros;4304952;RS;87,95
Casimiro de Abreu;3301306;RJ;72,25
Casinhas;2604155;PE;7,74
Casserengue;2504157;PB;6,51
Cássia;3115102;MG;78,32
Cássia dos Coqueiros;3510906;SP;79,28
Cassilândia;5002902;MS;81,91
Castanhal;1502400;PA;41,22
Castanheira;5102850;MT;69,1
Castanheiras;1100908;RO;86,22
Castelândia;5205059;GO;75,44
Castelo;3201407;ES;76,48
Castelo do Piauí;2202604;PI;19,97
Castilho;3511003;SP;68,13
Castro;4104907;PR;72,13
Castro Alves;2907301;BA;20,94
Cataguases;3115300;MG;78,01
Catalão;5205109;GO;82,52
Catanduva;3511102;SP;88,05
Catanduvas;4105003;PR;93,45
Catanduvas;4204004;SC;94,56
Catarina;2303600;CE;19,64
Catas Altas;3115359;MG;72,28
Catas Altas da Noruega;3115409;MG;45,42
Catende;2604205;PE;27,95
Catiguá;3511201;SP;82,17
Catingueira;2504207;PB;11,98
Catolândia;2907400;BA;12,5
Catolé do Rocha;2504306;PB;27,82
Catu;2907509;BA;38,57
Catuípe;4305009;RS;87,37
Catuji;3115458;MG;27,99
Catunda;2303659;CE;14,84
Caturaí;5205208;GO;72,41
Caturama;2907558;BA;10,55
Caturité;2504355;PB;15,59
Catuti;3115474;MG;14,49
Caucaia;2303709;CE;52,13
Cavalcante;5205307;GO;34,54
Caxambu;3115508;MG;74,03
Caxambu do Sul;4204103;SC;85,74
Caxias;2103000;MA;27,25
Caxias do Sul;4305108;RS;94,31
Caxingó;2202653;PI;18,32
Ceará-Mirim;2402600;RN;34,38
Cedral;2103109;MA;16,79
Cedral;3511300;SP;85,25
Cedro;2303808;CE;18,77
Cedro;2604304;PE;15,45
Cedro de São João;2801603;SE;35,64
Cedro do Abaeté;3115607;MG;63,25
Celso Ramos;4204152;SC;91,46
Centenário;1704105;TO;28,37
Centenário;4305116;RS;77,75
Centenário do Sul;4105102;PR;61,05
Central;2907608;BA;13,37
Central de Minas;3115706;MG;54,84
Central do Maranhão;2103125;MA;14,41
Centralina;3115805;MG;66,52
Centro do Guilherme;2103158;MA;8,43
Centro Novo do Maranhão;2103174;MA;11,24
Cerejeiras;1100056;RO;87,3
Ceres;5205406;GO;82,22
Cerqueira César;3511409;SP;78,05
Cerquilho;3511508;SP;91,92
Cerrito;4305124;RS;60,35
Cerro Azul;4105201;PR;66,28
Cerro Branco;4305132;RS;81,28
Cerro Corá;2402709;RN;23,87
Cerro Grande;4305157;RS;89,29
Cerro Grande do Sul;4305173;RS;70,13
Cerro Largo;4305207;RS;89,94
Cerro Negro;4204178;SC;73,43
Cesário Lange;3511607;SP;82,92
Céu Azul;4105300;PR;83,84
Cezarina;5205455;GO;77,28
Chã de Alegria;2604403;PE;10,08
Chã Grande;2604502;PE;24,31
Chã Preta;2701902;AL;23,86
Chácara;3115904;MG;65,28
Chalé;3116001;MG;68,75
Chapada;4305306;RS;87,28
Chapada da Natividade;1705102;TO;28,79
Chapada de Areia;1704600;TO;30,5
Chapada do Norte;3116100;MG;19,42
Chapada dos Guimarães;5103007;MT;60,83
Chapada Gaúcha;3116159;MG;37,61
Chapadão do Céu;5205471;GO;86,95
Chapadão do Lageado;4204194;SC;93,53
Chapadão do Sul;5002951;MS;83,6
Chapadinha;2103208;MA;20,65
Chapecó;4204202;SC;91,91
Charqueada;3511706;SP;80,32
Charqueadas;4305355;RS;84,77
Charrua;4305371;RS;81,23
Chaval;2303907;CE;24,61
Chavantes;3557204;SP;78,32
Chaves;1502509;PA;22,76
Chiador;3116209;MG;67,15
Chiapetta;4305405;RS;81,76
Chopinzinho;4105409;PR;86,27
Choró;2303931;CE;13,28
Chorozinho;2303956;CE;16,12
Chorrochó;2907707;BA;11,78
Chuí;4305439;RS;74,08
Chupinguaia;1100924;RO;82,76
Chuvisca;4305447;RS;79,21
Cianorte;4105508;PR;87,86
Cícero Dantas;2907806;BA;21,67
Cidade Gaúcha;4105607;PR;67,35
Cidade Ocidental;5205497;GO;75,81
Cidelândia;2103257;MA;31,06
Cidreira;4305454;RS;83,51
Cipó;2907905;BA;24,15
Cipotânea;3116308;MG;34,82
Ciríaco;4305504;RS;83,87
Claraval;3116407;MG;75,62
Claro dos Poções;3116506;MG;22,95
Cláudia;5103056;MT;73,47
Cláudio;3116605;MG;68,36
Clementina;3511904;SP;76,72
Clevelândia;4105706;PR;71,77
Coaraci;2908002;BA;27,75
Coari;1301209;AM;36,32
Cocal;2202703;PI;16,12
Cocal de Telha;2202711;PI;19,61
Cocal do Sul;4204251;SC;95,35
Cocal dos Alves;2202729;PI;17,2
Cocalinho;5103106;MT;66,01
Cocalzinho de Goiás;5205513;GO;63,75
Cocos;2908101;BA;18,25
Codajás;1301308;AM;34,12
Codó;2103307;MA;17,63
Coelho Neto;2103406;MA;13,31
Coimbra;3116704;MG;58,14
Coité do Nóia;2702009;AL;11
Coivaras;2202737;PI;15,35
Colares;1502608;PA;30,14
Colatina;3201506;ES;76,76
Colíder;5103205;MT;75,32
Colina;3512001;SP;77,61
Colinas;2103505;MA;15,77
Colinas;4305587;RS;84,95
Colinas do Sul;5205521;GO;54,69
Colinas do Tocantins;1705508;TO;54,93
Colméia;1716703;TO;50,52
Colniza;5103254;MT;55,32
Colômbia;3512100;SP;77,15
Colombo;4105805;PR;90,05
Colônia do Gurguéia;2202752;PI;31,17
Colônia do Piauí;2202778;PI;17,57
Colônia Leopoldina;2702108;AL;26,18
Colorado;4105904;PR;87,45
Colorado;4305603;RS;88,57
Colorado do Oeste;1100064;RO;83,29
Coluna;3116803;MG;32,2
Combinado;1705557;TO;46,9
Comendador Gomes;3116902;MG;68,14
Comendador Levy Gasparian;3300951;RJ;68,65
Comercinho;3117009;MG;20,25
Comodoro;5103304;MT;68,82
Conceição;2504405;PB;11,24
Conceição da Aparecida;3117108;MG;75,45
Conceição da Barra;3201605;ES;48,73
Conceição da Barra de Minas;3115201;MG;48,64
Conceição da Feira;2908200;BA;25,52
Conceição das Alagoas;3117306;MG;64,64
Conceição das Pedras;3117207;MG;71,34
Conceição de Ipanema;3117405;MG;65,14
Conceição de Macabu;3301405;RJ;56,23
Conceição do Almeida;2908309;BA;27,06
Conceição do Araguaia;1502707;PA;30,63
Conceição do Canindé;2202802;PI;20,28
Conceição do Castelo;3201704;ES;73,33
Conceição do Coité;2908408;BA;21,16
Conceição do Jacuípe;2908507;BA;28,17
Conceição do Lago-Açu;2103554;MA;13,6
Conceição do Mato Dentro;3117504;MG;46,84
Conceição do Pará;3117603;MG;68,6
Conceição do Rio Verde;3117702;MG;55,26
Conceição do Tocantins;1705607;TO;29,27
Conceição dos Ouros;3117801;MG;75,04
Conchal;3512209;SP;83,95
Conchas;3512308;SP;78,98
Concórdia;4204301;SC;93,25
Concórdia do Pará;1502756;PA;12,99
Condado;2504504;PB;29,84
Condado;2604601;PE;29,17
Conde;2504603;PB;39,05
Conde;2908606;BA;21,96
Condeúba;2908705;BA;24,71
Condor;4305702;RS;90,02
Cônego Marinho;3117836;MG;15,61
Confins;3117876;MG;81,18
Confresa;5103353;MT;75,02
Congo;2504702;PB;16,42
Congonhal;3117900;MG;75,28
Congonhas;3118007;MG;70,84
Congonhas do Norte;3118106;MG;33,04
Congonhinhas;4106001;PR;66,39
Conquista;3118205;MG;61,85
Conquista D'Oeste;5103361;MT;82,58
Conselheiro Lafaiete;3118304;MG;72,34
Conselheiro Mairinck;4106100;PR;65,92
Conselheiro Pena;3118403;MG;67,29
Consolação;3118502;MG;58,62
Constantina;4305801;RS;86,06
Contagem;3118601;MG;80,79
Contenda;4106209;PR;83,76
Contendas do Sincorá;2908804;BA;22,86
Coqueiral;3118700;MG;67,93
Coqueiro Baixo;4305835;RS;86,45
Coqueiro Seco;2702207;AL;46,9
Coqueiros do Sul;4305850;RS;87,4
Coração de Jesus;3118809;MG;20,02
Coração de Maria;2908903;BA;19,06
Corbélia;4106308;PR;91,54
Cordeiro;3301504;RJ;76,49
Cordeirópolis;3512407;SP;89,73
Cordeiros;2909000;BA;22,85
Cordilheira Alta;4204350;SC;93,09
Cordisburgo;3118908;MG;53,93
Cordislândia;3119005;MG;59,9
Coreaú;2304004;CE;19,44
Coremas;2504801;PB;17,21
Corguinho;5003108;MS;64,44
Coribe;2909109;BA;23,79
Corinto;3119104;MG;40,35
Cornélio Procópio;4106407;PR;80,59
Coroaci;3119203;MG;47,89
Coroados;3512506;SP;83,98
Coroatá;2103604;MA;15,6
Coromandel;3119302;MG;71,2
Coronel Barros;4305871;RS;93,86
Coronel Bicaco;4305900;RS;73,24
Coronel Domingos Soares;4106456;PR;68,51
Coronel Ezequiel;2402808;RN;14,34
Coronel Fabriciano;3119401;MG;72,73
Coronel Freitas;4204400;SC;93,12
Coronel João Pessoa;2402907;RN;14,66
Coronel João Sá;2909208;BA;9,09
Coronel José Dias;2202851;PI;13,22
Coronel Macedo;3512605;SP;56,83
Coronel Martins;4204459;SC;82,7
Coronel Murta;3119500;MG;29,13
Coronel Pacheco;3119609;MG;65,96
Coronel Pilar;4305934;RS;92,57
Coronel Sapucaia;5003157;MS;64,02
Coronel Vivida;4106506;PR;81,9
Coronel Xavier Chaves;3119708;MG;65,61
Córrego Danta;3119807;MG;50,71
Córrego do Bom Jesus;3119906;MG;75,9
Córrego do Ouro;5205703;GO;77,47
Córrego Fundo;3119955;MG;70,54
Córrego Novo;3120003;MG;44,49
Correia Pinto;4204558;SC;89,73
Corrente;2202901;PI;23,92
Correntes;2604700;PE;20,63
Correntina;2909307;BA;26,58
Cortês;2604809;PE;23,01
Corumbá;5003207;MS;62,64
Corumbá de Goiás;5205802;GO;63,29
Corumbaíba;5205901;GO;79,76
Corumbataí;3512704;SP;83,79
Corumbataí do Sul;4106555;PR;62,24
Corumbiara;1100072;RO;81,13
Corupá;4204509;SC;96,18
Coruripe;2702306;AL;30,22
Cosmópolis;3512803;SP;87,14
Cosmorama;3512902;SP;80,06
Costa Marques;1100080;RO;73,3
Costa Rica;5003256;MS;78,19
Cotegipe;2909406;BA;13,03
Cotia;3513009;SP;87,68
Cotiporã;4305959;RS;91,58
Cotriguaçu;5103379;MT;60,66
Couto de Magalhães de Minas;3120102;MG;38,69
Couto Magalhães;1706001;TO;29,94
Coxilha;4305975;RS;90,96
Coxim;5003306;MS;68,05
Coxixola;2504850;PB;27,93
Craíbas;2702355;AL;11,15
Crateús;2304103;CE;30,94
Crato;2304202;CE;34,26
Cravinhos;3513108;SP;86,99
Cravolândia;2909505;BA;15,32
Criciúma;4204608;SC;94,59
Crisólita;3120151;MG;19,26
Crisópolis;2909604;BA;23,66
Crissiumal;4306007;RS;88,73
Cristais;3120201;MG;62,55
Cristais Paulista;3513207;SP;84,9
Cristal;4306056;RS;68,39
Cristal do Sul;4306072;RS;92,58
Cristalândia;1706100;TO;48,89
Cristalândia do Piauí;2203008;PI;10,61
Cristália;3120300;MG;16,55
Cristalina;5206206;GO;64,11
Cristiano Otoni;3120409;MG;59,65
Cristianópolis;5206305;GO;69,82
Cristina;3120508;MG;68,33
Cristinápolis;2801702;SE;18,74
Cristino Castro;2203107;PI;32,14
Cristópolis;2909703;BA;17,61
Crixás;5206404;GO;70,16
Crixás do Tocantins;1706258;TO;51,18
Croatá;2304236;CE;34,38
Cromínia;5206503;GO;79,17
Crucilândia;3120607;MG;66,54
Cruz;2304251;CE;37,69
Cruz Alta;4306106;RS;85,6
Cruz das Almas;2909802;BA;36,67
Cruz do Espírito Santo;2504900;PB;25,92
Cruz Machado;4106803;PR;72,4
Cruzália;3513306;SP;82,36
Cruzaltense;4306130;RS;77,76
Cruzeiro;3513405;SP;78,91
Cruzeiro da Fortaleza;3120706;MG;62,25
Cruzeiro do Iguaçu;4106571;PR;92,12
Cruzeiro do Oeste;4106605;PR;74,5
Cruzeiro do Sul;1200203;AC;49,98
Cruzeiro do Sul;4106704;PR;87,34
Cruzeiro do Sul;4306205;RS;93,85
Cruzeta;2403004;RN;19,47
Cruzília;3120805;MG;59,77
Cruzmaltina;4106852;PR;74,54
Cubatão;3513504;SP;83,89
Cubati;2505006;PB;16,83
Cuiabá;5103403;MT;77,72
Cuité;2505105;PB;18,46
Cuité de Mamanguape;2505238;PB;22,37
Cuitegi;2505204;PB;29,75
Cujubim;1100940;RO;69,7
Cumari;5206602;GO;71,29
Cumaru;2604908;PE;10,85
Cumaru do Norte;1502764;PA;25,34
