Municípios;Código municipal;UF;% do total geral
Brasileira;2201960;PI;95
Brasília;5300108;DF;99,88
Brasília de Minas;3108602;MG;97,29
Brasnorte;5101902;MT;94,56
Braúna;3507704;SP;100
Braúnas;3108800;MG;99,69
Brazabrantes;5203609;GO;100
Brazópolis;3108909;MG;99,89
Brejão;2602407;PE;97,9
Brejetuba;3201159;ES;99,87
Brejinho;2401800;RN;99,71
Brejinho;2602506;PE;92,64
Brejinho de Nazaré;1703701;TO;98,83
Brejo;2102101;MA;71,27
Brejo Alegre;3507753;SP;99,79
Brejo da Madre de Deus;2602605;PE;94,41
Brejo de Areia;2102150;MA;74,66
Brejo do Cruz;2502805;PB;92,27
Brejo do Piauí;2201988;PI;89,15
Brejo dos Santos;2502904;PB;96,92
Brejo Grande;2800704;SE;96,8
Brejo Grande do Araguaia;1501758;PA;84,04
Brejo Santo;2302503;CE;98,61
Brejões;2904308;BA;92,28
Brejolândia;2904407;BA;94,42
Breu Branco;1501782;PA;89,27
Breves;1501808;PA;67,96
Britânia;5203807;GO;99,63
Brochier;4302659;RS;99,75
Brodowski;3507803;SP;99,98
Brotas;3507902;SP;99,98
Brotas de Macaúbas;2904506;BA;95,7
Brumadinho;3109006;MG;99,91
Brumado;2904605;BA;98,45
Brunópolis;4202875;SC;99,25
Brusque;4202909;SC;99,94
Bueno Brandão;3109105;MG;99,83
Buenópolis;3109204;MG;98,95
Buenos Aires;2602704;PE;96,07
Buerarema;2904704;BA;96,7
Bugre;3109253;MG;99,72
Buíque;2602803;PE;83,44
Bujari;1200138;AC;83,78
Bujaru;1501907;PA;67,49
Buri;3508009;SP;99,73
Buritama;3508108;SP;99,99
Buriti;2102200;MA;48,26
Buriti Alegre;5203906;GO;99,98
Buriti Bravo;2102309;MA;77,47
Buriti de Goiás;5203939;GO;99,91
Buriti do Tocantins;1703800;TO;96,6
Buriti dos Lopes;2202000;PI;89,09
Buriti dos Montes;2202026;PI;87,47
Buriticupu;2102325;MA;88,55
Buritinópolis;5203962;GO;98,82
Buritirama;2904753;BA;83,34
Buritirana;2102358;MA;90,89
Buritis;1100452;RO;99,34
Buritis;3109303;MG;99,63
Buritizal;3508207;SP;100
Buritizeiro;3109402;MG;99,38
Butiá;4302709;RS;99,46
Caapiranga;1300839;AM;80,59
Caaporã;2503001;PB;98,68
Caarapó;5002407;MS;88,24
Caatiba;2904803;BA;98,53
Cabaceiras;2503100;PB;99,41
Cabaceiras do Paraguaçu;2904852;BA;94,84
Cabeceira Grande;3109451;MG;99,65
Cabeceiras;5204003;GO;99,71
Cabeceiras do Piauí;2202059;PI;84,26
Cabedelo;2503209;PB;99,72
Cabixi;1100031;RO;99,85
Cabo de Santo Agostinho;2602902;PE;99,46
Cabo Frio;3300704;RJ;99,86
Cabo Verde;3109501;MG;99,98
Cabrália Paulista;3508306;SP;99,75
Cabreúva;3508405;SP;99,92
Cabrobó;2603009;PE;96,2
Caçador;4203006;SC;99,68
Caçapava;3508504;SP;99,96
Caçapava do Sul;4302808;RS;99,61
Cacaulândia;1100601;RO;98,99
Cacequi;4302907;RS;99,46
Cáceres;5102504;MT;99,59
Cachoeira;2904902;BA;97,4
Cachoeira Alta;5204102;GO;99,84
Cachoeira da Prata;3109600;MG;99,93
Cachoeira de Goiás;5204201;GO;99,66
Cachoeira de Minas;3109709;MG;99,91
Cachoeira de Pajeú;3102704;MG;98,53
Cachoeira do Arari;1502004;PA;88,14
Cachoeira do Piriá;1501956;PA;61,1
Cachoeira do Sul;4303004;RS;99,37
Cachoeira dos Índios;2503308;PB;97,35
Cachoeira Dourada;3109808;MG;99,65
Cachoeira Dourada;5204250;GO;99,87
Cachoeira Grande;2102374;MA;43,04
Cachoeira Paulista;3508603;SP;99,94
Cachoeiras de Macacu;3300803;RJ;99,86
Cachoeirinha;1703826;TO;93,26
Cachoeirinha;2603108;PE;96,64
Cachoeirinha;4303103;RS;99,49
Cachoeiro de Itapemirim;3201209;ES;99,91
Cacimba de Areia;2503407;PB;98,32
Cacimba de Dentro;2503506;PB;82,88
Cacimbas;2503555;PB;70,71
Cacimbinhas;2701209;AL;66,46
Cacique Doble;4303202;RS;93,01
Cacoal;1100049;RO;99,25
Caconde;3508702;SP;99,97
Caçu;5204300;GO;99,96
Caculé;2905008;BA;99,54
Caém;2905107;BA;88,19
Caetanópolis;3109907;MG;99,5
Caetanos;2905156;BA;91,09
Caeté;3110004;MG;99,81
Caetés;2603207;PE;80,69
Caetité;2905206;BA;97,27
Cafarnaum;2905305;BA;96,7
Cafeara;4103404;PR;100
Cafelândia;3508801;SP;99,86
Cafelândia;4103453;PR;100
Cafezal do Sul;4103479;PR;99,94
Caiabu;3508900;SP;100
Caiana;3110103;MG;100
Caiapônia;5204409;GO;99,7
Caibaté;4303301;RS;99,63
Caibi;4203105;SC;99,83
Caiçara;2503605;PB;99,16
Caiçara;4303400;RS;99,46
Caiçara do Norte;2401859;RN;92
Caiçara do Rio do Vento;2401909;RN;96,67
Caicó;2402006;RN;99,6
Caieiras;3509007;SP;99,89
Cairu;2905404;BA;98,58
Caiuá;3509106;SP;99,88
Cajamar;3509205;SP;99,85
Cajapió;2102408;MA;59,68
Cajari;2102507;MA;64,95
Cajati;3509254;SP;99,73
Cajazeiras;2503704;PB;98,28
Cajazeiras do Piauí;2202075;PI;88,35
Cajazeirinhas;2503753;PB;93,77
Cajobi;3509304;SP;100
Cajueiro;2701308;AL;98,25
Cajueiro da Praia;2202083;PI;92,16
Cajuri;3110202;MG;100
Cajuru;3509403;SP;99,93
Calçado;2603306;PE;92,3
Calçoene;1600204;AP;83,15
Caldas;3110301;MG;99,86
Caldas Brandão;2503803;PB;98,96
Caldas Novas;5204508;GO;99,76
Caldazinha;5204557;GO;99,88
Caldeirão Grande;2905503;BA;94,24
Caldeirão Grande do Piauí;2202091;PI;70,92
Califórnia;4103503;PR;99,94
Calmon;4203154;SC;98,31
Calumbi;2603405;PE;97,21
Camacan;2905602;BA;97,6
Camaçari;2905701;BA;99,55
Camacho;3110400;MG;99,71
Camalaú;2503902;PB;92,98
Camamu;2905800;BA;88,57
Camanducaia;3110509;MG;99,87
Camapuã;5002605;MS;99,98
Camaquã;4303509;RS;99,53
Camaragibe;2603454;PE;99,45
Camargo;4303558;RS;100
Cambará;4103602;PR;99,94
Cambará do Sul;4303608;RS;99,75
Cambé;4103701;PR;99,94
Cambira;4103800;PR;99,89
Camboriú;4203204;SC;99,92
Cambuci;3300902;RJ;99,81
Cambuí;3110608;MG;99,89
Cambuquira;3110707;MG;99,83
Cametá;1502103;PA;78,74
Camocim;2302602;CE;95,94
Camocim de São Félix;2603504;PE;99,49
Campanário;3110806;MG;99,91
Campanha;3110905;MG;99,93
Campestre;2701357;AL;97,46
Campestre;3111002;MG;99,95
Campestre da Serra;4303673;RS;99,84
Campestre de Goiás;5204607;GO;99,64
Campestre do Maranhão;2102556;MA;97,74
Campina da Lagoa;4103909;PR;99,88
Campina das Missões;4303707;RS;99,96
Campina do Monte Alegre;3509452;SP;99,95
Campina do Simão;4103958;PR;99,27
Campina Grande;2504009;PB;99,54
Campina Grande do Sul;4104006;PR;99,79
Campina Verde;3111101;MG;99,82
Campinaçu;5204656;GO;99,37
Campinápolis;5102603;MT;71,86
Campinas;3509502;SP;99,96
Campinas do Piauí;2202109;PI;87,07
Campinas do Sul;4303806;RS;100
Campinorte;5204706;GO;99,89
Campo Alegre;2701407;AL;97,83
Campo Alegre;4203303;SC;99,57
Campo Alegre de Goiás;5204805;GO;99,92
Campo Alegre de Lourdes;2905909;BA;73,48
Campo Alegre do Fidalgo;2202117;PI;90,23
Campo Azul;3111150;MG;95,53
Campo Belo;3111200;MG;99,92
Campo Belo do Sul;4203402;SC;98,32
Campo Bom;4303905;RS;99,92
Campo Bonito;4104055;PR;99,93
Campo do Brito;2801009;SE;98,85
Campo do Meio;3111309;MG;99,58
Campo do Tenente;4104105;PR;99,72
Campo Erê;4203501;SC;99,31
Campo Florido;3111408;MG;99,97
Campo Formoso;2906006;BA;93,1
Campo Grande;2401305;RN;96,6
Campo Grande;2701506;AL;94,99
Campo Grande;5002704;MS;99,88
Campo Grande do Piauí;2202133;PI;88,96
Campo Largo;4104204;PR;99,74
Campo Largo do Piauí;2202174;PI;63,06
Campo Limpo de Goiás;5204854;GO;99,96
Campo Limpo Paulista;3509601;SP;99,96
Campo Magro;4104253;PR;99,67
Campo Maior;2202208;PI;98,14
Campo Mourão;4104303;PR;99,96
Campo Novo;4304002;RS;99,53
Campo Novo de Rondônia;1100700;RO;97,78
Campo Novo do Parecis;5102637;MT;99,51
Campo Redondo;2402105;RN;95,07
Campo Verde;5102678;MT;99,89
Campos Altos;3111507;MG;99,94
Campos Belos;5204904;GO;99,57
Campos Borges;4304101;RS;99,93
Campos de Júlio;5102686;MT;99,65
Campos do Jordão;3509700;SP;99,85
Campos dos Goytacazes;3301009;RJ;99,69
Campos Gerais;3111606;MG;99,86
Campos Lindos;1703842;TO;84,21
Campos Novos;4203600;SC;99,73
Campos Novos Paulista;3509809;SP;99,83
Campos Sales;2302701;CE;91,74
Campos Verdes;5204953;GO;99,67
Camutanga;2603603;PE;95,73
Cana Verde;3111903;MG;99,95
Canaã;3111705;MG;100
Canaã dos Carajás;1502152;PA;98,77
Canabrava do Norte;5102694;MT;98,6
Cananéia;3509908;SP;98,93
Canapi;2701605;AL;73,57
Canápolis;2906105;BA;92,47
Canápolis;3111804;MG;99,95
Canarana;2906204;BA;97,33
Canarana;5102702;MT;96,88
Canas;3509957;SP;99,94
Canavieira;2202251;PI;92,98
Canavieiras;2906303;BA;96,41
Candeal;2906402;BA;94,88
Candeias;2906501;BA;99,36
Candeias;3112000;MG;99,89
Candeias do Jamari;1100809;RO;98,36
Candelária;4304200;RS;98,78
Candiba;2906600;BA;98,91
Cândido de Abreu;4104402;PR;95,78
Cândido Godói;4304309;RS;99,88
Cândido Mendes;2102606;MA;71,33
Cândido Mota;3510005;SP;99,96
Cândido Rodrigues;3510104;SP;100
Cândido Sales;2906709;BA;97
Candiota;4304358;RS;98,46
Candói;4104428;PR;99,62
Canela;4304408;RS;99,5
Canelinha;4203709;SC;99,87
Canguaretama;2402204;RN;95,86
Canguçu;4304507;RS;98,71
Canhoba;2801108;SE;96,45
Canhotinho;2603702;PE;97,14
Canindé;2302800;CE;89,88
Canindé de São Francisco;2801207;SE;98,21
Canitar;3510153;SP;100
Canoas;4304606;RS;99,71
Canoinhas;4203808;SC;99,4
Cansanção;2906808;BA;87,41
Cantá;1400175;RR;92,48
Cantagalo;3112059;MG;98,77
Cantagalo;3301108;RJ;99,99
Cantagalo;4104451;PR;99,59
Cantanhede;2102705;MA;72,81
Canto do Buriti;2202307;PI;94,77
Canudos;2906824;BA;92,12
Canudos do Vale;4304614;RS;99,85
Canutama;1300904;AM;81,09
Capanema;1502202;PA;93,56
Capanema;4104501;PR;99,9
Capão Alto;4203253;SC;99,6
Capão Bonito;3510203;SP;99,64
Capão Bonito do Sul;4304622;RS;99,71
Capão da Canoa;4304630;RS;99,55
Capão do Cipó;4304655;RS;100
Capão do Leão;4304663;RS;99,11
Caparaó;3112109;MG;100
Capela;2701704;AL;96,22
Capela;2801306;SE;98,36
Capela de Santana;4304689;RS;99,39
Capela do Alto;3510302;SP;99,92
Capela do Alto Alegre;2906857;BA;94,5
Capela Nova;3112208;MG;99,88
Capelinha;3112307;MG;98,75
Capetinga;3112406;MG;100
Capim;2504033;PB;97,63
Capim Branco;3112505;MG;99,94
Capim Grosso;2906873;BA;96,99
Capinópolis;3112604;MG;99,89
Capinzal;4203907;SC;99,98
Capinzal do Norte;2102754;MA;84,8
Capistrano;2302909;CE;92,93
Capitão;4304697;RS;100
Capitão Andrade;3112653;MG;99,89
Capitão de Campos;2202406;PI;93,43
Capitão Enéas;3112703;MG;99,08
Capitão Gervásio Oliveira;2202455;PI;75,28
Capitão Leônidas Marques;4104600;PR;99,93
Capitão Poço;1502301;PA;90,01
Capitólio;3112802;MG;99,95
Capivari;3510401;SP;99,98
Capivari de Baixo;4203956;SC;99,81
Capivari do Sul;4304671;RS;99,2
Capixaba;1200179;AC;86,42
Capoeiras;2603801;PE;89,5
Caputira;3112901;MG;99,94
Caraá;4304713;RS;99,47
Caracaraí;1400209;RR;89,62
Caracol;2202505;PI;69,24
Caracol;5002803;MS;100
Caraguatatuba;3510500;SP;99,93
Caraí;3113008;MG;95,62
Caraíbas;2906899;BA;92,87
Carambeí;4104659;PR;99,57
Caranaíba;3113107;MG;99,81
Carandaí;3113206;MG;99,85
Carangola;3113305;MG;99,97
Carapebus;3300936;RJ;99,58
Carapicuíba;3510609;SP;99,93
Caratinga;3113404;MG;99,92
Carauari;1301001;AM;75,86
Caraúbas;2402303;RN;96,09
Caraúbas;2504074;PB;96,56
Caraúbas do Piauí;2202539;PI;71,45
Caravelas;2906907;BA;97,38
Carazinho;4304705;RS;99,68
Carbonita;3113503;MG;99,53
Cardeal da Silva;2907004;BA;89,31
Cardoso;3510708;SP;99,96
Cardoso Moreira;3301157;RJ;99,82
Careaçu;3113602;MG;100
Careiro;1301100;AM;81,6
Careiro da Várzea;1301159;AM;78,7
Cariacica;3201308;ES;99,85
Caridade;2303006;CE;84,4
Caridade do Piauí;2202554;PI;86,62
Carinhanha;2907103;BA;95,18
Carira;2801405;SE;93,95
Cariré;2303105;CE;95,6
Cariri do Tocantins;1703867;TO;99,53
Caririaçu;2303204;CE;94,82
Cariús;2303303;CE;94,61
Carlinda;5102793;MT;99,42
Carlópolis;4104709;PR;99,6
Carlos Barbosa;4304804;RS;99,97
Carlos Chagas;3113701;MG;99,65
Carlos Gomes;4304853;RS;99,61
Carmésia;3113800;MG;97,8
Carmo;3301207;RJ;99,88
Carmo da Cachoeira;3113909;MG;99,95
Carmo da Mata;3114006;MG;99,91
Carmo de Minas;3114105;MG;99,83
Carmo do Cajuru;3114204;MG;99,95
Carmo do Paranaíba;3114303;MG;99,89
Carmo do Rio Claro;3114402;MG;99,87
Carmo do Rio Verde;5205000;GO;99,76
Carmolândia;1703883;TO;98,66
Carmópolis;2801504;SE;99,68
Carmópolis de Minas;3114501;MG;99,89
Carnaíba;2603900;PE;95,62
Carnaúba dos Dantas;2402402;RN;99,43
Carnaubais;2402501;RN;95,39
Carnaubal;2303402;CE;98,37
Carnaubeira da Penha;2603926;PE;65,81
Carneirinho;3114550;MG;99,84
Carneiros;2701803;AL;81,44
Caroebe;1400233;RR;90,89
Carolina;2102804;MA;90,14
Carpina;2604007;PE;99,09
Carrancas;3114600;MG;99,87
Carrapateira;2504108;PB;97,08
Carrasco Bonito;1703891;TO;97,43
Caruaru;2604106;PE;98,42
Carutapera;2102903;MA;84,84
Carvalhópolis;3114709;MG;100
Carvalhos;3114808;MG;99,82
Casa Branca;3510807;SP;99,91
Casa Grande;3114907;MG;100
Casa Nova;2907202;BA;89,8
Casca;4304903;RS;99,92
Cascalho Rico;3115003;MG;99,81
Cascavel;2303501;CE;96,33
Cascavel;4104808;PR;99,96
Caseara;1703909;TO;97,36
Caseiros;4304952;RS;99,82
Casimiro de Abreu;3301306;RJ;99,87
Casinhas;2604155;PE;91,5
Casserengue;2504157;PB;78,28
Cássia;3115102;MG;99,92
Cássia dos Coqueiros;3510906;SP;99,91
Cassilândia;5002902;MS;99,96
Castanhal;1502400;PA;98,43
Castanheira;5102850;MT;99,45
Castanheiras;1100908;RO;99,33
Castelândia;5205059;GO;99,92
Castelo;3201407;ES;99,98
Castelo do Piauí;2202604;PI;89,52
Castilho;3511003;SP;99,56
Castro;4104907;PR;99,21
Castro Alves;2907301;BA;98,36
Cataguases;3115300;MG;99,93
Catalão;5205109;GO;99,94
Catanduva;3511102;SP;99,98
Catanduvas;4105003;PR;100
Catanduvas;4204004;SC;99,82
Catarina;2303600;CE;92,99
Catas Altas;3115359;MG;99,65
Catas Altas da Noruega;3115409;MG;99,73
Catende;2604205;PE;97,34
Catiguá;3511201;SP;99,92
Catingueira;2504207;PB;98,35
Catolândia;2907400;BA;97,51
Catolé do Rocha;2504306;PB;97,28
Catu;2907509;BA;98,84
Catuípe;4305009;RS;99,97
Catuji;3115458;MG;96,14
Catunda;2303659;CE;89,36
Caturaí;5205208;GO;99,95
Caturama;2907558;BA;95,49
Caturité;2504355;PB;87,85
Catuti;3115474;MG;98,83
Caucaia;2303709;CE;98,57
Cavalcante;5205307;GO;83,85
Caxambu;3115508;MG;99,96
Caxambu do Sul;4204103;SC;99,58
Caxias;2103000;MA;88,56
Caxias do Sul;4305108;RS;99,9
Caxingó;2202653;PI;82,41
Ceará-Mirim;2402600;RN;97,39
Cedral;2103109;MA;84,9
Cedral;3511300;SP;100
Cedro;2303808;CE;94,02
Cedro;2604304;PE;98,77
Cedro de São João;2801603;SE;99,33
Cedro do Abaeté;3115607;MG;100
Celso Ramos;4204152;SC;99,81
Centenário;1704105;TO;81,61
Centenário;4305116;RS;100
Centenário do Sul;4105102;PR;99,95
Central;2907608;BA;94,59
Central de Minas;3115706;MG;99,84
Central do Maranhão;2103125;MA;61,04
Centralina;3115805;MG;99,95
Centro do Guilherme;2103158;MA;77,34
Centro Novo do Maranhão;2103174;MA;74,4
Cerejeiras;1100056;RO;99,91
Ceres;5205406;GO;99,93
Cerqueira César;3511409;SP;99,96
Cerquilho;3511508;SP;99,99
Cerrito;4305124;RS;98,56
Cerro Azul;4105201;PR;98,99
Cerro Branco;4305132;RS;97,72
Cerro Corá;2402709;RN;98,64
Cerro Grande;4305157;RS;99,56
Cerro Grande do Sul;4305173;RS;98,38
Cerro Largo;4305207;RS;99,87
Cerro Negro;4204178;SC;95,49
Cesário Lange;3511607;SP;99,87
Céu Azul;4105300;PR;99,98
Cezarina;5205455;GO;99,94
Chã de Alegria;2604403;PE;92,34
Chã Grande;2604502;PE;97,3
Chã Preta;2701902;AL;97,1
Chácara;3115904;MG;100
Chalé;3116001;MG;99,82
Chapada;4305306;RS;99,95
Chapada da Natividade;1705102;TO;95,33
Chapada de Areia;1704600;TO;97,51
Chapada do Norte;3116100;MG;95,31
Chapada dos Guimarães;5103007;MT;98,9
Chapada Gaúcha;3116159;MG;95,88
Chapadão do Céu;5205471;GO;99,88
Chapadão do Lageado;4204194;SC;99,91
Chapadão do Sul;5002951;MS;99,96
Chapadinha;2103208;MA;76,85
Chapecó;4204202;SC;99,64
Charqueada;3511706;SP;99,94
Charqueadas;4305355;RS;99,62
Charrua;4305371;RS;76,33
Chaval;2303907;CE;81,36
Chavantes;3557204;SP;99,84
Chaves;1502509;PA;51,05
Chiador;3116209;MG;99,9
Chiapetta;4305405;RS;100
Chopinzinho;4105409;PR;98,72
Choró;2303931;CE;73,91
Chorozinho;2303956;CE;80,23
Chorrochó;2907707;BA;80,46
Chuí;4305439;RS;99,92
Chupinguaia;1100924;RO;97,29
Chuvisca;4305447;RS;99,46
Cianorte;4105508;PR;99,97
Cícero Dantas;2907806;BA;96
Cidade Gaúcha;4105607;PR;99,91
Cidade Ocidental;5205497;GO;99,92
Cidelândia;2103257;MA;92,71
Cidreira;4305454;RS;99,56
Cipó;2907905;BA;96,52
Cipotânea;3116308;MG;99,95
Ciríaco;4305504;RS;100
Claraval;3116407;MG;99,88
Claro dos Poções;3116506;MG;99,03
Cláudia;5103056;MT;99,71
Cláudio;3116605;MG;99,97
Clementina;3511904;SP;99,96
Clevelândia;4105706;PR;99,28
Coaraci;2908002;BA;98,08
Coari;1301209;AM;81,7
Cocal;2202703;PI;85,21
Cocal de Telha;2202711;PI;92,48
Cocal do Sul;4204251;SC;99,94
Cocal dos Alves;2202729;PI;84,73
Cocalinho;5103106;MT;99,56
Cocalzinho de Goiás;5205513;GO;99,83
Cocos;2908101;BA;90,71
Codajás;1301308;AM;86,72
Codó;2103307;MA;83,91
Coelho Neto;2103406;MA;83,49
Coimbra;3116704;MG;99,86
Coité do Nóia;2702009;AL;87,89
Coivaras;2202737;PI;87,88
Colares;1502608;PA;92,82
Colatina;3201506;ES;99,94
Colíder;5103205;MT;99,91
Colina;3512001;SP;99,95
Colinas;2103505;MA;73,4
Colinas;4305587;RS;100
Colinas do Sul;5205521;GO;97,52
Colinas do Tocantins;1705508;TO;99,65
Colméia;1716703;TO;97,54
Colniza;5103254;MT;96,85
Colômbia;3512100;SP;99,96
Colombo;4105805;PR;99,92
Colônia do Gurguéia;2202752;PI;99,03
Colônia do Piauí;2202778;PI;95,01
Colônia Leopoldina;2702108;AL;94,8
Colorado;4105904;PR;99,99
Colorado;4305603;RS;100
Colorado do Oeste;1100064;RO;99,77
Coluna;3116803;MG;98,45
Combinado;1705557;TO;99,31
Comendador Gomes;3116902;MG;100
Comendador Levy Gasparian;3300951;RJ;99,9
Comercinho;3117009;MG;96,1
Comodoro;5103304;MT;94,01
Conceição;2504405;PB;94,76
Conceição da Aparecida;3117108;MG;100
Conceição da Barra;3201605;ES;99,2
Conceição da Barra de Minas;3115201;MG;99,85
Conceição da Feira;2908200;BA;98,48
Conceição das Alagoas;3117306;MG;99,86
Conceição das Pedras;3117207;MG;99,9
Conceição de Ipanema;3117405;MG;100
Conceição de Macabu;3301405;RJ;99,76
Conceição do Almeida;2908309;BA;97,93
Conceição do Araguaia;1502707;PA;95,89
Conceição do Canindé;2202802;PI;94,96
Conceição do Castelo;3201704;ES;99,91
Conceição do Coité;2908408;BA;94,55
Conceição do Jacuípe;2908507;BA;97,2
Conceição do Lago-Açu;2103554;MA;61,44
Conceição do Mato Dentro;3117504;MG;99,18
Conceição do Pará;3117603;MG;99,9
Conceição do Rio Verde;3117702;MG;99,89
Conceição do Tocantins;1705607;TO;86,56
Conceição dos Ouros;3117801;MG;99,95
Conchal;3512209;SP;99,97
Conchas;3512308;SP;99,89
Concórdia;4204301;SC;99,85
Concórdia do Pará;1502756;PA;81,09
Condado;2504504;PB;96,31
Condado;2604601;PE;97,89
Conde;2504603;PB;97,89
Conde;2908606;BA;91,6
Condeúba;2908705;BA;98,5
Condor;4305702;RS;99,83
Cônego Marinho;3117836;MG;93,97
Confins;3117876;MG;99,92
Confresa;5103353;MT;99,19
Congo;2504702;PB;98,61
Congonhal;3117900;MG;99,98
Congonhas;3118007;MG;99,96
Congonhas do Norte;3118106;MG;98,66
Congonhinhas;4106001;PR;99,75
Conquista;3118205;MG;100
Conquista D'Oeste;5103361;MT;95,65
Conselheiro Lafaiete;3118304;MG;99,94
Conselheiro Mairinck;4106100;PR;99,7
Conselheiro Pena;3118403;MG;99,95
Consolação;3118502;MG;99,84
Constantina;4305801;RS;99,63
Contagem;3118601;MG;99,93
Contenda;4106209;PR;99,47
Contendas do Sincorá;2908804;BA;99,74
Coqueiral;3118700;MG;100
Coqueiro Baixo;4305835;RS;99,6
Coqueiro Seco;2702207;AL;99,25
Coqueiros do Sul;4305850;RS;99,89
Coração de Jesus;3118809;MG;96,14
Coração de Maria;2908903;BA;97,69
Corbélia;4106308;PR;99,97
Cordeiro;3301504;RJ;99,94
Cordeirópolis;3512407;SP;99,95
Cordeiros;2909000;BA;99,24
Cordilheira Alta;4204350;SC;99,88
Cordisburgo;3118908;MG;99,46
Cordislândia;3119005;MG;100
Coreaú;2304004;CE;89,06
Coremas;2504801;PB;97,68
Corguinho;5003108;MS;99,84
Coribe;2909109;BA;96,01
Corinto;3119104;MG;99,62
Cornélio Procópio;4106407;PR;99,93
Coroaci;3119203;MG;99,21
Coroados;3512506;SP;100
Coroatá;2103604;MA;77,56
Coromandel;3119302;MG;99,9
Coronel Barros;4305871;RS;99,82
Coronel Bicaco;4305900;RS;99,18
Coronel Domingos Soares;4106456;PR;99,05
Coronel Ezequiel;2402808;RN;89,27
Coronel Fabriciano;3119401;MG;99,9
Coronel Freitas;4204400;SC;99,87
Coronel João Pessoa;2402907;RN;94,09
Coronel João Sá;2909208;BA;80,95
Coronel José Dias;2202851;PI;71,04
Coronel Macedo;3512605;SP;99,88
Coronel Martins;4204459;SC;99,61
Coronel Murta;3119500;MG;96,95
Coronel Pacheco;3119609;MG;100
Coronel Pilar;4305934;RS;100
Coronel Sapucaia;5003157;MS;79,68
Coronel Vivida;4106506;PR;99,37
Coronel Xavier Chaves;3119708;MG;100
Córrego Danta;3119807;MG;99,25
Córrego do Bom Jesus;3119906;MG;99,88
Córrego do Ouro;5205703;GO;99,8
Córrego Fundo;3119955;MG;100
Córrego Novo;3120003;MG;99,91
Correia Pinto;4204558;SC;99,18
Corrente;2202901;PI;87,48
Correntes;2604700;PE;97,79
Correntina;2909307;BA;95,97
Cortês;2604809;PE;98,01
Corumbá;5003207;MS;98,63
Corumbá de Goiás;5205802;GO;99,54
Corumbaíba;5205901;GO;99,94
Corumbataí;3512704;SP;99,66
Corumbataí do Sul;4106555;PR;99,93
Corumbiara;1100072;RO;98,31
Corupá;4204509;SC;99,93
Coruripe;2702306;AL;99,26
Cosmópolis;3512803;SP;99,97
Cosmorama;3512902;SP;99,97
Costa Marques;1100080;RO;95,27
Costa Rica;5003256;MS;99,9
Cotegipe;2909406;BA;92,56
Cotia;3513009;SP;99,93
Cotiporã;4305959;RS;100
Cotriguaçu;5103379;MT;99,02
Couto de Magalhães de Minas;3120102;MG;99,73
Couto Magalhães;1706001;TO;96,31
Coxilha;4305975;RS;100
Coxim;5003306;MS;99,91
Coxixola;2504850;PB;98,5
Craíbas;2702355;AL;89,7
Crateús;2304103;CE;94,82
Crato;2304202;CE;98
Cravinhos;3513108;SP;99,99
Cravolândia;2909505;BA;97,9
Criciúma;4204608;SC;99,93
Crisólita;3120151;MG;97,35
Crisópolis;2909604;BA;97,84
Crissiumal;4306007;RS;99,64
Cristais;3120201;MG;99,96
Cristais Paulista;3513207;SP;99,94
Cristal;4306056;RS;98,77
Cristal do Sul;4306072;RS;98,86
Cristalândia;1706100;TO;99,53
Cristalândia do Piauí;2203008;PI;85,4
Cristália;3120300;MG;97,68
Cristalina;5206206;GO;99,51
Cristiano Otoni;3120409;MG;99,94
Cristianópolis;5206305;GO;99,64
Cristina;3120508;MG;99,97
Cristinápolis;2801702;SE;96,93
Cristino Castro;2203107;PI;95,39
Cristópolis;2909703;BA;94,59
Crixás;5206404;GO;99,09
Crixás do Tocantins;1706258;TO;98,43
Croatá;2304236;CE;97,66
Cromínia;5206503;GO;99,74
Crucilândia;3120607;MG;99,95
Cruz;2304251;CE;97,79
Cruz Alta;4306106;RS;99,65
Cruz das Almas;2909802;BA;99,19
Cruz do Espírito Santo;2504900;PB;96,74
Cruz Machado;4106803;PR;98,13
Cruzália;3513306;SP;99,76
Cruzaltense;4306130;RS;99,84
Cruzeiro;3513405;SP;99,92
Cruzeiro da Fortaleza;3120706;MG;99,92
Cruzeiro do Iguaçu;4106571;PR;99,94
Cruzeiro do Oeste;4106605;PR;99,89
Cruzeiro do Sul;1200203;AC;80,04
Cruzeiro do Sul;4106704;PR;99,94
Cruzeiro do Sul;4306205;RS;99,37
Cruzeta;2403004;RN;99,97
Cruzília;3120805;MG;99,95
Cruzmaltina;4106852;PR;99,91
Cubatão;3513504;SP;99,82
Cubati;2505006;PB;97,87
Cuiabá;5103403;MT;99,65
Cuité;2505105;PB;90,4
Cuité de Mamanguape;2505238;PB;78,92
Cuitegi;2505204;PB;99,64
Cujubim;1100940;RO;96,79
Cumari;5206602;GO;99,91
Cumaru;2604908;PE;86,36
Cumaru do Norte;1502764;PA;78,76
Cumbe;2801900;SE;99,12
Cunha;3513603;SP;99,8
Cunha Porã;4204707;SC;99,95
Cunhataí;4204756;SC;100
Cuparaque;3120839;MG;99,88
Cupira;2605004;PE;99,55
Curaçá;2909901;BA;92,85
Curimatá;2203206;PI;94,15
Curionópolis;1502772;PA;92
Curitiba;4106902;PR;99,9
Curitibanos;4204806;SC;99,47
Curiúva;4107009;PR;99,72
Currais;2203230;PI;85,72
