Municípios;Código municipal;UF;%
Brasilândia do Sul;4103370;PR;87,62
Brasilândia do Tocantins;1703602;TO;64,89
Brasiléia;1200104;AC;64,4
Brasileira;2201960;PI;46,85
Brasília;5300108;DF;96,48
Brasília de Minas;3108602;MG;71,7
Brasnorte;5101902;MT;60,7
Braúna;3507704;SP;90,65
Braúnas;3108800;MG;37,02
Brazabrantes;5203609;GO;75,05
Brazópolis;3108909;MG;62,49
Brejão;2602407;PE;40,98
Brejetuba;3201159;ES;32,36
Brejinho;2401800;RN;78,77
Brejinho;2602506;PE;50,87
Brejinho de Nazaré;1703701;TO;79,45
Brejo;2102101;MA;46,87
Brejo Alegre;3507753;SP;84,52
Brejo da Madre de Deus;2602605;PE;79,79
Brejo de Areia;2102150;MA;32,44
Brejo do Cruz;2502805;PB;82,19
Brejo do Piauí;2201988;PI;38,7
Brejo dos Santos;2502904;PB;84,73
Brejo Grande;2800704;SE;50,16
Brejo Grande do Araguaia;1501758;PA;55,9
Brejo Santo;2302503;CE;63,7
Brejões;2904308;BA;68,15
Brejolândia;2904407;BA;21,31
Breu Branco;1501782;PA;62,35
Breves;1501808;PA;51,89
Britânia;5203807;GO;83,07
Brochier;4302659;RS;49,68
Brodowski;3507803;SP;97,52
Brotas;3507902;SP;92,12
Brotas de Macaúbas;2904506;BA;32,2
Brumadinho;3109006;MG;85,4
Brumado;2904605;BA;74,11
Brunópolis;4202875;SC;39,33
Brusque;4202909;SC;98,26
Bueno Brandão;3109105;MG;49,45
Buenópolis;3109204;MG;81,05
Buenos Aires;2602704;PE;72,02
Buerarema;2904704;BA;88,53
Bugre;3109253;MG;46,4
Buíque;2602803;PE;42,89
Bujari;1200138;AC;46
Bujaru;1501907;PA;35,52
Buri;3508009;SP;82,82
Buritama;3508108;SP;94,5
Buriti;2102200;MA;33,32
Buriti Alegre;5203906;GO;94,2
Buriti Bravo;2102309;MA;75,89
Buriti de Goiás;5203939;GO;84,85
Buriti do Tocantins;1703800;TO;76,65
Buriti dos Lopes;2202000;PI;64,43
Buriti dos Montes;2202026;PI;36,48
Buriticupu;2102325;MA;71,93
Buritinópolis;5203962;GO;59,78
Buritirama;2904753;BA;41,77
Buritirana;2102358;MA;30,88
Buritis;1100452;RO;69,36
Buritis;3109303;MG;77,05
Buritizal;3508207;SP;86,59
Buritizeiro;3109402;MG;91,15
Butiá;4302709;RS;96,41
Caapiranga;1300839;AM;51,71
Caaporã;2503001;PB;85,16
Caarapó;5002407;MS;76,62
Caatiba;2904803;BA;70,44
Cabaceiras;2503100;PB;51,66
Cabaceiras do Paraguaçu;2904852;BA;31,99
Cabeceira Grande;3109451;MG;80,38
Cabeceiras;5204003;GO;77,42
Cabeceiras do Piauí;2202059;PI;23,57
Cabedelo;2503209;PB;100
Cabixi;1100031;RO;53,19
Cabo de Santo Agostinho;2602902;PE;93,82
Cabo Frio;3300704;RJ;99,52
Cabo Verde;3109501;MG;62,81
Cabrália Paulista;3508306;SP;82,83
Cabreúva;3508405;SP;92,32
Cabrobó;2603009;PE;66,11
Caçador;4203006;SC;91,52
Caçapava;3508504;SP;96,59
Caçapava do Sul;4302808;RS;77,53
Cacaulândia;1100601;RO;46,55
Cacequi;4302907;RS;80,33
Cáceres;5102504;MT;88,52
Cachoeira;2904902;BA;68,36
Cachoeira Alta;5204102;GO;84,57
Cachoeira da Prata;3109600;MG;93,5
Cachoeira de Goiás;5204201;GO;81,07
Cachoeira de Minas;3109709;MG;67,46
Cachoeira de Pajeú;3102704;MG;64,67
Cachoeira do Arari;1502004;PA;47,38
Cachoeira do Piriá;1501956;PA;36,43
Cachoeira do Sul;4303004;RS;86,41
Cachoeira dos Índios;2503308;PB;45,3
Cachoeira Dourada;3109808;MG;87,52
Cachoeira Dourada;5204250;GO;93,01
Cachoeira Grande;2102374;MA;44,58
Cachoeira Paulista;3508603;SP;92,74
Cachoeiras de Macacu;3300803;RJ;84,32
Cachoeirinha;1703826;TO;77,26
Cachoeirinha;2603108;PE;83,59
Cachoeirinha;4303103;RS;100
Cachoeiro de Itapemirim;3201209;ES;93,51
Cacimba de Areia;2503407;PB;53,27
Cacimba de Dentro;2503506;PB;70,49
Cacimbas;2503555;PB;46,84
Cacimbinhas;2701209;AL;54,29
Cacique Doble;4303202;RS;37,19
Cacoal;1100049;RO;82,76
Caconde;3508702;SP;69,19
Caçu;5204300;GO;84,75
Caculé;2905008;BA;67,42
Caém;2905107;BA;48,6
Caetanópolis;3109907;MG;76,66
Caetanos;2905156;BA;32,7
Caeté;3110004;MG;89,77
Caetés;2603207;PE;30,42
Caetité;2905206;BA;63,39
Cafarnaum;2905305;BA;68,98
Cafeara;4103404;PR;82,87
Cafelândia;3508801;SP;91,98
Cafelândia;4103453;PR;90,33
Cafezal do Sul;4103479;PR;82,41
Caiabu;3508900;SP;80,47
Caiana;3110103;MG;53,96
Caiapônia;5204409;GO;75,03
Caibaté;4303301;RS;65,86
Caibi;4203105;SC;66,18
Caiçara;2503605;PB;74,42
Caiçara;4303400;RS;43,98
Caiçara do Norte;2401859;RN;89,85
Caiçara do Rio do Vento;2401909;RN;80,75
Caicó;2402006;RN;93,61
Caieiras;3509007;SP;99,01
Cairu;2905404;BA;84,26
Caiuá;3509106;SP;42,66
Cajamar;3509205;SP;99,09
Cajapió;2102408;MA;35,79
Cajari;2102507;MA;22,73
Cajati;3509254;SP;76,92
Cajazeiras;2503704;PB;83,2
Cajazeiras do Piauí;2202075;PI;37,77
Cajazeirinhas;2503753;PB;48,43
Cajobi;3509304;SP;94,93
Cajueiro;2701308;AL;90,43
Cajueiro da Praia;2202083;PI;71,48
Cajuri;3110202;MG;55,9
Cajuru;3509403;SP;89,16
Calçado;2603306;PE;33,89
Calçoene;1600204;AP;83,13
Caldas;3110301;MG;63,24
Caldas Brandão;2503803;PB;59,03
Caldas Novas;5204508;GO;97,46
Caldazinha;5204557;GO;64,99
Caldeirão Grande;2905503;BA;58,04
Caldeirão Grande do Piauí;2202091;PI;39,12
Califórnia;4103503;PR;85,44
Calmon;4203154;SC;66,72
Calumbi;2603405;PE;40,36
Camacan;2905602;BA;88,48
Camaçari;2905701;BA;97,85
Camacho;3110400;MG;56,2
Camalaú;2503902;PB;59,52
Camamu;2905800;BA;53,17
Camanducaia;3110509;MG;71,88
Camapuã;5002605;MS;78,23
Camaquã;4303509;RS;81,3
Camaragibe;2603454;PE;100
Camargo;4303558;RS;61,66
Cambará;4103602;PR;95,07
Cambará do Sul;4303608;RS;72,9
Cambé;4103701;PR;97,68
Cambira;4103800;PR;86,69
Camboriú;4203204;SC;96,65
Cambuci;3300902;RJ;82,12
Cambuí;3110608;MG;85,14
Cambuquira;3110707;MG;82,82
Cametá;1502103;PA;50,84
Camocim;2302602;CE;74,33
Camocim de São Félix;2603504;PE;84,92
Campanário;3110806;MG;85,02
Campanha;3110905;MG;87,41
Campestre;2701357;AL;90,38
Campestre;3111002;MG;61,04
Campestre da Serra;4303673;RS;41,92
Campestre de Goiás;5204607;GO;74,94
Campestre do Maranhão;2102556;MA;79,36
Campina da Lagoa;4103909;PR;87,59
Campina das Missões;4303707;RS;45,05
Campina do Monte Alegre;3509452;SP;82,85
Campina do Simão;4103958;PR;39,28
Campina Grande;2504009;PB;96,86
Campina Grande do Sul;4104006;PR;87,13
Campina Verde;3111101;MG;77,26
Campinaçu;5204656;GO;63,7
Campinápolis;5102603;MT;37,19
Campinas;3509502;SP;99,46
Campinas do Piauí;2202109;PI;34,02
Campinas do Sul;4303806;RS;81,62
Campinorte;5204706;GO;86,77
Campo Alegre;2701407;AL;95,44
Campo Alegre;4203303;SC;58,24
Campo Alegre de Goiás;5204805;GO;77,34
Campo Alegre de Lourdes;2905909;BA;31,1
Campo Alegre do Fidalgo;2202117;PI;29,25
Campo Azul;3111150;MG;58,16
Campo Belo;3111200;MG;96,11
Campo Belo do Sul;4203402;SC;65,14
Campo Bom;4303905;RS;96,21
Campo Bonito;4104055;PR;61,63
Campo do Brito;2801009;SE;63,8
Campo do Meio;3111309;MG;84,07
Campo do Tenente;4104105;PR;64,62
Campo Erê;4203501;SC;79,77
Campo Florido;3111408;MG;83,14
Campo Formoso;2906006;BA;57,09
Campo Grande;2401305;RN;54,04
Campo Grande;2701506;AL;50,5
Campo Grande;5002704;MS;98,72
Campo Grande do Piauí;2202133;PI;39,15
Campo Largo;4104204;PR;89,15
Campo Largo do Piauí;2202174;PI;22,87
Campo Limpo de Goiás;5204854;GO;87,16
Campo Limpo Paulista;3509601;SP;98,13
Campo Magro;4104253;PR;85,07
Campo Maior;2202208;PI;75,41
Campo Mourão;4104303;PR;96,8
Campo Novo;4304002;RS;80,48
Campo Novo de Rondônia;1100700;RO;30,88
Campo Novo do Parecis;5102637;MT;93,48
Campo Redondo;2402105;RN;57,18
Campo Verde;5102678;MT;87,23
Campos Altos;3111507;MG;90,81
Campos Belos;5204904;GO;88,97
Campos Borges;4304101;RS;61,22
Campos de Júlio;5102686;MT;79,81
Campos do Jordão;3509700;SP;91,74
Campos dos Goytacazes;3301009;RJ;93,55
Campos Gerais;3111606;MG;73,81
Campos Lindos;1703842;TO;71,8
Campos Novos;4203600;SC;83,86
Campos Novos Paulista;3509809;SP;79,91
Campos Sales;2302701;CE;72,47
Campos Verdes;5204953;GO;89,91
Camutanga;2603603;PE;85,59
Cana Verde;3111903;MG;85,57
Canaã;3111705;MG;46,85
Canaã dos Carajás;1502152;PA;89,95
Canabrava do Norte;5102694;MT;62,03
Cananéia;3509908;SP;88,19
Canapi;2701605;AL;35,09
Canápolis;2906105;BA;38,47
Canápolis;3111804;MG;91,29
Canarana;2906204;BA;59,82
Canarana;5102702;MT;78,25
Canas;3509957;SP;90,71
Canavieira;2202251;PI;49,65
Canavieiras;2906303;BA;76,81
Candeal;2906402;BA;44,08
Candeias;2906501;BA;91,53
Candeias;3112000;MG;77,82
Candeias do Jamari;1100809;RO;76,46
Candelária;4304200;RS;56,53
Candiba;2906600;BA;59,59
Cândido de Abreu;4104402;PR;36,36
Cândido Godói;4304309;RS;35,65
Cândido Mendes;2102606;MA;67,56
Cândido Mota;3510005;SP;94,61
Cândido Rodrigues;3510104;SP;84,94
Cândido Sales;2906709;BA;75,15
Candiota;4304358;RS;77,93
Candói;4104428;PR;55,59
Canela;4304408;RS;96,95
Canelinha;4203709;SC;73,95
Canguaretama;2402204;RN;88,31
Canguçu;4304507;RS;41,93
Canhoba;2801108;SE;40,97
Canhotinho;2603702;PE;67,62
Canindé;2302800;CE;68,63
Canindé de São Francisco;2801207;SE;66,71
Canitar;3510153;SP;97,49
Canoas;4304606;RS;100
Canoinhas;4203808;SC;79,58
Cansanção;2906808;BA;39,13
Cantá;1400175;RR;24,77
Cantagalo;3112059;MG;65,07
Cantagalo;3301108;RJ;85,54
Cantagalo;4104451;PR;75,29
Cantanhede;2102705;MA;67,99
Canto do Buriti;2202307;PI;60,84
Canudos;2906824;BA;63,66
Canudos do Vale;4304614;RS;26,21
Canutama;1300904;AM;59,8
Capanema;1502202;PA;84,81
Capanema;4104501;PR;71,41
Capão Alto;4203253;SC;42,82
Capão Bonito;3510203;SP;85,09
Capão Bonito do Sul;4304622;RS;23,72
Capão da Canoa;4304630;RS;98,85
Capão do Cipó;4304655;RS;31,36
Capão do Leão;4304663;RS;94,12
Caparaó;3112109;MG;49,13
Capela;2701704;AL;79,64
Capela;2801306;SE;69,38
Capela de Santana;4304689;RS;69,72
Capela do Alto;3510302;SP;78,95
Capela do Alto Alegre;2906857;BA;52,19
Capela Nova;3112208;MG;54,97
Capelinha;3112307;MG;82,21
Capetinga;3112406;MG;87,23
Capim;2504033;PB;96,23
Capim Branco;3112505;MG;95,5
Capim Grosso;2906873;BA;85,05
Capinópolis;3112604;MG;95,05
Capinzal;4203907;SC;87,24
Capinzal do Norte;2102754;MA;52,64
Capistrano;2302909;CE;46,88
Capitão;4304697;RS;44,92
Capitão Andrade;3112653;MG;76,12
Capitão de Campos;2202406;PI;59,5
Capitão Enéas;3112703;MG;86,29
Capitão Gervásio Oliveira;2202455;PI;37,44
Capitão Leônidas Marques;4104600;PR;81,53
Capitão Poço;1502301;PA;55,22
Capitólio;3112802;MG;77,6
Capivari;3510401;SP;96,25
Capivari de Baixo;4203956;SC;98,12
Capivari do Sul;4304671;RS;87,27
Capixaba;1200179;AC;40,66
Capoeiras;2603801;PE;36,72
Caputira;3112901;MG;56,19
Caraá;4304713;RS;27,82
Caracaraí;1400209;RR;53,03
Caracol;2202505;PI;39,2
Caracol;5002803;MS;66,08
Caraguatatuba;3510500;SP;98,59
Caraí;3113008;MG;50,6
Caraíbas;2906899;BA;29,54
Carambeí;4104659;PR;80,14
Caranaíba;3113107;MG;43,23
Carandaí;3113206;MG;80,01
Carangola;3113305;MG;83,73
Carapebus;3300936;RJ;81,77
Carapicuíba;3510609;SP;100
Caratinga;3113404;MG;83,9
Carauari;1301001;AM;78,91
Caraúbas;2402303;RN;70,26
Caraúbas;2504074;PB;45,77
Caraúbas do Piauí;2202539;PI;17,99
Caravelas;2906907;BA;74,16
Carazinho;4304705;RS;97,74
Carbonita;3113503;MG;88,09
Cardeal da Silva;2907004;BA;74,87
Cardoso;3510708;SP;92,07
Cardoso Moreira;3301157;RJ;71,28
Careaçu;3113602;MG;75,45
Careiro;1301100;AM;42,02
Careiro da Várzea;1301159;AM;15,07
Cariacica;3201308;ES;98,85
Caridade;2303006;CE;63,97
Caridade do Piauí;2202554;PI;46,16
Carinhanha;2907103;BA;61,19
Carira;2801405;SE;63,08
Cariré;2303105;CE;49,22
Cariri do Tocantins;1703867;TO;62,19
Caririaçu;2303204;CE;56,26
Cariús;2303303;CE;51
Carlinda;5102793;MT;59,22
Carlópolis;4104709;PR;72,74
Carlos Barbosa;4304804;RS;80,39
Carlos Chagas;3113701;MG;68,82
Carlos Gomes;4304853;RS;31,58
Carmésia;3113800;MG;48,48
Carmo;3301207;RJ;90,25
Carmo da Cachoeira;3113909;MG;77,44
Carmo da Mata;3114006;MG;84,7
Carmo de Minas;3114105;MG;78,55
Carmo do Cajuru;3114204;MG;90,83
Carmo do Paranaíba;3114303;MG;88,77
Carmo do Rio Claro;3114402;MG;75,96
Carmo do Rio Verde;5205000;GO;83,1
Carmolândia;1703883;TO;83,51
Carmópolis;2801504;SE;96,66
Carmópolis de Minas;3114501;MG;84,96
Carnaíba;2603900;PE;47,7
Carnaúba dos Dantas;2402402;RN;82,51
Carnaubais;2402501;RN;51,99
Carnaubal;2303402;CE;57,53
Carnaubeira da Penha;2603926;PE;16,97
Carneirinho;3114550;MG;79,81
Carneiros;2701803;AL;65,2
Caroebe;1400233;RR;46,41
Carolina;2102804;MA;69,45
Carpina;2604007;PE;94,95
Carrancas;3114600;MG;71,72
Carrapateira;2504108;PB;71,24
Carrasco Bonito;1703891;TO;45,6
Caruaru;2604106;PE;92,18
Carutapera;2102903;MA;73,75
Carvalhópolis;3114709;MG;74,26
Carvalhos;3114808;MG;64,22
Casa Branca;3510807;SP;85,13
Casa Grande;3114907;MG;54,07
Casa Nova;2907202;BA;63,68
Casca;4304903;RS;68,95
Cascalho Rico;3115003;MG;68,66
Cascavel;2303501;CE;70,68
Cascavel;4104808;PR;96
Caseara;1703909;TO;63,32
Caseiros;4304952;RS;52,8
Casimiro de Abreu;3301306;RJ;94,82
Casinhas;2604155;PE;17,55
Casserengue;2504157;PB;58,22
Cássia;3115102;MG;86,75
Cássia dos Coqueiros;3510906;SP;67,7
Cassilândia;5002902;MS;90,17
Castanhal;1502400;PA;92,52
Castanheira;5102850;MT;49,17
Castanheiras;1100908;RO;23,72
Castelândia;5205059;GO;92,76
Castelo;3201407;ES;72,37
Castelo do Piauí;2202604;PI;59,16
Castilho;3511003;SP;76,53
Castro;4104907;PR;78,09
Castro Alves;2907301;BA;63,87
Cataguases;3115300;MG;96,14
Catalão;5205109;GO;96,13
Catanduva;3511102;SP;99,09
Catanduvas;4105003;PR;60,95
Catanduvas;4204004;SC;88,97
Catarina;2303600;CE;56,64
Catas Altas;3115359;MG;88,62
Catas Altas da Noruega;3115409;MG;48,68
Catende;2604205;PE;78,51
Catiguá;3511201;SP;95,72
Catingueira;2504207;PB;66,84
Catolândia;2907400;BA;32,79
Catolé do Rocha;2504306;PB;78,19
Catu;2907509;BA;85,62
Catuípe;4305009;RS;70,47
Catuji;3115458;MG;45,6
Catunda;2303659;CE;60,77
Caturaí;5205208;GO;83,51
Caturama;2907558;BA;31,9
Caturité;2504355;PB;24,53
Catuti;3115474;MG;60,05
Caucaia;2303709;CE;89,58
Cavalcante;5205307;GO;55,09
Caxambu;3115508;MG;98,2
Caxambu do Sul;4204103;SC;56,78
Caxias;2103000;MA;77,26
Caxias do Sul;4305108;RS;96,47
Caxingó;2202653;PI;18,43
Ceará-Mirim;2402600;RN;67,5
Cedral;2103109;MA;23,73
Cedral;3511300;SP;91,19
Cedro;2303808;CE;62,61
Cedro;2604304;PE;64,39
Cedro de São João;2801603;SE;86,76
Cedro do Abaeté;3115607;MG;88,53
Celso Ramos;4204152;SC;44,03
Centenário;1704105;TO;64,81
Centenário;4305116;RS;43,73
Centenário do Sul;4105102;PR;85,71
Central;2907608;BA;50,07
Central de Minas;3115706;MG;85,09
Central do Maranhão;2103125;MA;57,96
Centralina;3115805;MG;95,65
Centro do Guilherme;2103158;MA;57,87
Centro Novo do Maranhão;2103174;MA;45,28
Cerejeiras;1100056;RO;88,84
Ceres;5205406;GO;95,37
Cerqueira César;3511409;SP;85,3
Cerquilho;3511508;SP;94,73
Cerrito;4305124;RS;62
Cerro Azul;4105201;PR;39,25
Cerro Branco;4305132;RS;31,14
Cerro Corá;2402709;RN;47,72
Cerro Grande;4305157;RS;48,72
Cerro Grande do Sul;4305173;RS;30,62
Cerro Largo;4305207;RS;81,77
Cerro Negro;4204178;SC;30,51
Cesário Lange;3511607;SP;77,12
Céu Azul;4105300;PR;81,05
Cezarina;5205455;GO;74,31
Chã de Alegria;2604403;PE;81,95
Chã Grande;2604502;PE;61,5
Chã Preta;2701902;AL;72,13
Chácara;3115904;MG;74,28
Chalé;3116001;MG;61,09
Chapada;4305306;RS;67,2
Chapada da Natividade;1705102;TO;57,78
Chapada de Areia;1704600;TO;63,69
Chapada do Norte;3116100;MG;43,58
Chapada dos Guimarães;5103007;MT;68,45
Chapada Gaúcha;3116159;MG;69,13
Chapadão do Céu;5205471;GO;92,19
Chapadão do Lageado;4204194;SC;20,61
Chapadão do Sul;5002951;MS;92,66
Chapadinha;2103208;MA;75,41
Chapecó;4204202;SC;95,11
Charqueada;3511706;SP;93,05
Charqueadas;4305355;RS;97,18
Charrua;4305371;RS;23,12
Chaval;2303907;CE;70,1
Chavantes;3557204;SP;96,97
Chaves;1502509;PA;22,58
Chiador;3116209;MG;74,96
Chiapetta;4305405;RS;72,27
Chopinzinho;4105409;PR;70,29
Choró;2303931;CE;35,96
Chorozinho;2303956;CE;60,9
Chorrochó;2907707;BA;54,56
Chuí;4305439;RS;97,16
Chupinguaia;1100924;RO;56,86
Chuvisca;4305447;RS;7,33
Cianorte;4105508;PR;91,64
Cícero Dantas;2907806;BA;67,24
Cidade Gaúcha;4105607;PR;95,06
Cidade Ocidental;5205497;GO;99,02
Cidelândia;2103257;MA;54,85
Cidreira;4305454;RS;97,93
Cipó;2907905;BA;70,82
Cipotânea;3116308;MG;60,78
Ciríaco;4305504;RS;61,48
Claraval;3116407;MG;53,71
Claro dos Poções;3116506;MG;73,29
Cláudia;5103056;MT;74,24
Cláudio;3116605;MG;88,33
Clementina;3511904;SP;96,48
Clevelândia;4105706;PR;89,72
Coaraci;2908002;BA;92,25
Coari;1301209;AM;74,91
Cocal;2202703;PI;44,77
Cocal de Telha;2202711;PI;54,84
Cocal do Sul;4204251;SC;89,36
Cocal dos Alves;2202729;PI;48,97
Cocalinho;5103106;MT;63,95
Cocalzinho de Goiás;5205513;GO;75,48
Cocos;2908101;BA;53,58
Codajás;1301308;AM;75,74
Codó;2103307;MA;72,81
Coelho Neto;2103406;MA;82,8
Coimbra;3116704;MG;76,97
Coité do Nóia;2702009;AL;47,51
Coivaras;2202737;PI;40,42
Colares;1502608;PA;39,58
Colatina;3201506;ES;89,31
Colíder;5103205;MT;83,48
Colina;3512001;SP;95,21
Colinas;2103505;MA;68,67
Colinas;4305587;RS;45,11
Colinas do Sul;5205521;GO;69,78
Colinas do Tocantins;1705508;TO;96,45
Colméia;1716703;TO;72,03
Colniza;5103254;MT;59,88
Colômbia;3512100;SP;70,66
Colombo;4105805;PR;95,28
Colônia do Gurguéia;2202752;PI;79,35
Colônia do Piauí;2202778;PI;40,69
Colônia Leopoldina;2702108;AL;83,26
Colorado;4105904;PR;93,03
Colorado;4305603;RS;59,94
Colorado do Oeste;1100064;RO;74,76
Coluna;3116803;MG;49,33
Combinado;1705557;TO;85,72
Comendador Gomes;3116902;MG;63,32
Comendador Levy Gasparian;3300951;RJ;96,89
Comercinho;3117009;MG;47,13
Comodoro;5103304;MT;70,22
Conceição;2504405;PB;68,06
Conceição da Aparecida;3117108;MG;68,06
Conceição da Barra;3201605;ES;83,67
Conceição da Barra de Minas;3115201;MG;72,42
Conceição da Feira;2908200;BA;66,55
Conceição das Alagoas;3117306;MG;95,1
Conceição das Pedras;3117207;MG;57,97
Conceição de Ipanema;3117405;MG;34,93
Conceição de Macabu;3301405;RJ;90,09
Conceição do Almeida;2908309;BA;47,35
Conceição do Araguaia;1502707;PA;74,31
Conceição do Canindé;2202802;PI;52,45
Conceição do Castelo;3201704;ES;56,49
Conceição do Coité;2908408;BA;65,94
Conceição do Jacuípe;2908507;BA;93,56
Conceição do Lago-Açu;2103554;MA;47,49
Conceição do Mato Dentro;3117504;MG;77,55
Conceição do Pará;3117603;MG;39,76
Conceição do Rio Verde;3117702;MG;89,94
Conceição do Tocantins;1705607;TO;72,78
Conceição dos Ouros;3117801;MG;82,9
Conchal;3512209;SP;95,29
Conchas;3512308;SP;78,28
Concórdia;4204301;SC;84,71
Concórdia do Pará;1502756;PA;61,35
Condado;2504504;PB;74,28
Condado;2604601;PE;92,07
Conde;2504603;PB;74,3
Conde;2908606;BA;60,84
Condeúba;2908705;BA;47,46
Condor;4305702;RS;71,87
Cônego Marinho;3117836;MG;50,05
Confins;3117876;MG;96,75
Confresa;5103353;MT;77,01
Congo;2504702;PB;70,04
Congonhal;3117900;MG;75,33
Congonhas;3118007;MG;96,67
Congonhas do Norte;3118106;MG;74,75
Congonhinhas;4106001;PR;62,5
Conquista;3118205;MG;89,78
Conquista D'Oeste;5103361;MT;65,32
Conselheiro Lafaiete;3118304;MG;96,63
Conselheiro Mairinck;4106100;PR;69,46
Conselheiro Pena;3118403;MG;81,8
Consolação;3118502;MG;62,96
Constantina;4305801;RS;77,73
Contagem;3118601;MG;99,86
Contenda;4106209;PR;64,6
Contendas do Sincorá;2908804;BA;60,54
Coqueiral;3118700;MG;75,13
Coqueiro Baixo;4305835;RS;20
Coqueiro Seco;2702207;AL;89,63
Coqueiros do Sul;4305850;RS;43,92
Coração de Jesus;3118809;MG;60,94
Coração de Maria;2908903;BA;44,46
Corbélia;4106308;PR;87,8
Cordeiro;3301504;RJ;97,38
Cordeirópolis;3512407;SP;95,57
Cordeiros;2909000;BA;34,65
Cordilheira Alta;4204350;SC;47,75
Cordisburgo;3118908;MG;61,15
Cordislândia;3119005;MG;85
Coreaú;2304004;CE;66,09
Coremas;2504801;PB;83,76
Corguinho;5003108;MS;39,12
Coribe;2909109;BA;62,61
Corinto;3119104;MG;90,92
Cornélio Procópio;4106407;PR;96,22
Coroaci;3119203;MG;57,13
Coroados;3512506;SP;85,33
Coroatá;2103604;MA;70,83
Coromandel;3119302;MG;83
Coronel Barros;4305871;RS;55,85
Coronel Bicaco;4305900;RS;73,54
Coronel Domingos Soares;4106456;PR;35,88
Coronel Ezequiel;2402808;RN;57,01
Coronel Fabriciano;3119401;MG;98,15
Coronel Freitas;4204400;SC;66,25
Coronel João Pessoa;2402907;RN;42,13
Coronel João Sá;2909208;BA;51,84
Coronel José Dias;2202851;PI;34,73
Coronel Macedo;3512605;SP;82,73
Coronel Martins;4204459;SC;46,05
Coronel Murta;3119500;MG;78,91
Coronel Pacheco;3119609;MG;66,36
Coronel Pilar;4305934;RS;12,26
Coronel Sapucaia;5003157;MS;68,54
Coronel Vivida;4106506;PR;76,09
Coronel Xavier Chaves;3119708;MG;56,2
Córrego Danta;3119807;MG;64,46
Córrego do Bom Jesus;3119906;MG;54,47
Córrego do Ouro;5205703;GO;63,12
Córrego Fundo;3119955;MG;88,64
Córrego Novo;3120003;MG;67,34
Correia Pinto;4204558;SC;86,21
Corrente;2202901;PI;63,71
Correntes;2604700;PE;60,5
Correntina;2909307;BA;52,73
Cortês;2604809;PE;78,24
Corumbá;5003207;MS;92,42
Corumbá de Goiás;5205802;GO;66,6
Corumbaíba;5205901;GO;83,28
Corumbataí;3512704;SP;64,67
Corumbataí do Sul;4106555;PR;66,17
Corumbiara;1100072;RO;36,97
Corupá;4204509;SC;78,63
Coruripe;2702306;AL;89,13
Cosmópolis;3512803;SP;97,47
Cosmorama;3512902;SP;77,99
Costa Marques;1100080;RO;52,82
Costa Rica;5003256;MS;90,01
Cotegipe;2909406;BA;51,93
Cotia;3513009;SP;97,17
Cotiporã;4305959;RS;54,94
Cotriguaçu;5103379;MT;46,4
Couto de Magalhães de Minas;3120102;MG;91,73
Couto Magalhães;1706001;TO;51,34
Coxilha;4305975;RS;66,44
Coxim;5003306;MS;90,91
Coxixola;2504850;PB;48,25
Craíbas;2702355;AL;50,58
Crateús;2304103;CE;73,22
Crato;2304202;CE;83,74
Cravinhos;3513108;SP;98,42
Cravolândia;2909505;BA;67,72
Criciúma;4204608;SC;97,66
Crisólita;3120151;MG;61,44
Crisópolis;2909604;BA;56,68
Crissiumal;4306007;RS;52,8
Cristais;3120201;MG;83,36
Cristais Paulista;3513207;SP;82,28
Cristal;4306056;RS;69,78
Cristal do Sul;4306072;RS;47,14
Cristalândia;1706100;TO;81,57
Cristalândia do Piauí;2203008;PI;45,55
Cristália;3120300;MG;59,85
Cristalina;5206206;GO;86,97
Cristiano Otoni;3120409;MG;81,7
Cristianópolis;5206305;GO;84,62
Cristina;3120508;MG;67,96
Cristinápolis;2801702;SE;77,68
Cristino Castro;2203107;PI;72,45
Cristópolis;2909703;BA;40,57
Crixás;5206404;GO;78,8
Crixás do Tocantins;1706258;TO;67,69
Croatá;2304236;CE;57,71
Cromínia;5206503;GO;75,79
Crucilândia;3120607;MG;67,57
Cruz;2304251;CE;39,76
Cruz Alta;4306106;RS;97,12
Cruz das Almas;2909802;BA;78,32
Cruz do Espírito Santo;2504900;PB;51,47
Cruz Machado;4106803;PR;35,82
Cruzália;3513306;SP;67,27
Cruzaltense;4306130;RS;29,54
Cruzeiro;3513405;SP;97,57
Cruzeiro da Fortaleza;3120706;MG;82,87
Cruzeiro do Iguaçu;4106571;PR;66,01
Cruzeiro do Oeste;4106605;PR;89,58
Cruzeiro do Sul;1200203;AC;74,24
Cruzeiro do Sul;4106704;PR;80,93
Cruzeiro do Sul;4306205;RS;63,86
Cruzeta;2403004;RN;84,66
Cruzília;3120805;MG;92,74
Cruzmaltina;4106852;PR;59,02
Cubatão;3513504;SP;99,88
Cubati;2505006;PB;69,1
Cuiabá;5103403;MT;98,29
Cuité;2505105;PB;72,57
Cuité de Mamanguape;2505238;PB;33,75
Cuitegi;2505204;PB;83,71
Cujubim;1100940;RO;65,42
Cumari;5206602;GO;80,22
Cumaru;2604908;PE;48,89
Cumaru do Norte;1502764;PA;35,63
Cumbe;2801900;SE;58,03
Cunha;3513603;SP;59,02
Cunha Porã;4204707;SC;66,44
Cunhataí;4204756;SC;47,36
Cuparaque;3120839;MG;86,52
